,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
3298,Male,1781,Light,3,"Big Beard,Eye Patch,Hoodie",0,
3299,Male,6862,Dark,3,"Earring,Frumpy Hair,Normal Beard Black",0,
3300,Male,7062,Mid,3,"Horned Rim Glasses,Messy Hair,Normal Beard",0,
3301,Female,2322,Mid,3,"Half Shaved,Hot Lipstick,Nerd Glasses",0,
3302,Male,6601,Light,4,"Bandana,Horned Rim Glasses,Mustache,Pipe",0,
3303,Male,1807,Mid,2,"Big Beard,Shaved Head",0,
3304,Female,9291,Mid,2,"Mohawk Thin,Purple Lipstick",0,
3305,Male,5184,Mid,3,"Front Beard,Frown,Messy Hair",1,Frown
3306,Male,7055,Mid,3,"Earring,Normal Beard,Wild Hair",0,
3307,Male,3,Albino,0,,0,
3308,Female,190,Light,2,"Hot Lipstick,Pilot Helmet",0,
3309,Male,4827,Dark,2,"Front Beard,Hoodie",0,
3310,Male,5571,Light,3,"Handlebars,Horned Rim Glasses,Mohawk Thin",0,
3311,Female,899,Dark,4,"Earring,Purple Lipstick,Spots,Tassle Hat",1,Earring
3312,Male,9769,Light,2,"Classic Shades,Stringy Hair",0,
3313,Male,4253,Mid,3,"3D Glasses,Crazy Hair,Smile",0,
3314,Female,5690,Mid,2,"Blue Eye Shadow,Wild Hair",0,
3315,Male,9812,Dark,3,"Cigarette,Nerd Glasses,Stringy Hair",0,
3316,Male,2609,Light,3,"Clown Hair Green,Horned Rim Glasses,Shadow Beard",0,
3317,Male,784,Albino,2,"Front Beard,Top Hat",0,
3318,Female,3455,Mid,3,"Frumpy Hair,Gold Chain,Regular Shades",0,
3319,Male,5894,Mid,2,"Headband,Vape",0,
3320,Male,9375,Mid,2,"Frumpy Hair,Shadow Beard",0,
3321,Female,1697,Light,2,"Black Lipstick,Straight Hair Blonde",0,
3322,Male,5062,Mid,3,"Bandana,Front Beard Dark,VR",0,
3323,Male,8265,Dark,2,"Knitted Cap,Small Shades",0,
3324,Male,1836,Dark,3,"Big Beard,Crazy Hair,Earring",0,
3325,Male,5929,Mid,2,"Mohawk,Vape",0,
3326,Male,2059,Dark,2,"Chinstrap,Vampire Hair",0,
3327,Male,8705,Albino,2,"Earring,Headband",0,
3328,Zombie,561,Zombie,2,"Cigarette,Messy Hair",0,
3329,Female,4547,Light,3,"Clown Eyes Green,Earring,Mole",0,
3330,Male,3770,Dark,4,"Fedora,Frown,Regular Shades,Shadow Beard",0,
3331,Male,8606,Light,4,"Cigarette,Earring,Eye Patch,Headband",0,
3332,Female,2195,Light,2,"Clown Eyes Green,Red Mohawk",0,
3333,Female,3664,Dark,3,"Clown Eyes Green,Earring,Tassle Hat",1,Earring
3334,Female,3010,Mid,2,"Dark Hair,Green Eye Shadow",0,
3335,Male,3168,Dark,2,"Luxurious Beard,Purple Hair",0,
3336,Female,5422,Mid,3,"Hot Lipstick,Messy Hair,Purple Eye Shadow",0,
3337,Male,6505,Albino,2,"Luxurious Beard,Wild Hair",0,
3338,Female,3096,Mid,2,"Dark Hair,Mole",0,
3339,Male,9141,Light,3,"Earring,Mohawk Thin,Shadow Beard",0,
3340,Female,8825,Mid,3,"Cigarette,Crazy Hair,Earring",0,
3341,Female,9693,Light,3,"Hot Lipstick,Messy Hair,Mole",0,
3342,Male,930,Mid,4,"Bandana,Earring,Normal Beard,Spots",0,
3343,Female,3690,Mid,2,"Regular Shades,Tassle Hat",0,
3344,Female,8814,Mid,2,"Crazy Hair,Purple Lipstick",0,
3345,Female,2977,Light,2,"Dark Hair,Gold Chain",0,
3346,Male,9771,Mid,2,"Classic Shades,Stringy Hair",0,
3347,Female,2444,Mid,3,"Earring,Gold Chain,Straight Hair Dark",1,Earring
3348,Female,9565,Dark,3,"Hot Lipstick,Mole,Wild Hair",0,
3349,Male,7012,Light,4,"Earring,Eye Patch,Mohawk Thin,Normal Beard",0,
3350,Male,8937,Mid,3,"Cigarette,Earring,Knitted Cap",0,
3351,Female,3629,Dark,3,"Big Shades,Tassle Hat,Vape",0,
3352,Male,8976,Dark,4,"Earring,Mohawk Dark,Regular Shades,Shadow Beard",0,
3353,Male,5957,Dark,4,"Do-rag,Earring,Eye Mask,Front Beard",0,
3354,Female,2324,Dark,3,"Cigarette,Half Shaved,Nerd Glasses",0,
3355,Male,8871,Light,2,"Knitted Cap,Shadow Beard",0,
3356,Female,8876,Dark,2,"Knitted Cap,Regular Shades",0,
3357,Male,7446,Mid,3,"Clown Eyes Green,Earring,Shaved Head",0,
3358,Female,8648,Mid,4,"Big Shades,Earring,Headband,Hot Lipstick",0,
3359,Male,7692,Dark,2,"Knitted Cap,Muttonchops",0,
3360,Female,1171,Dark,4,"Big Shades,Blonde Short,Hot Lipstick,Mole",0,
3361,Female,3369,Mid,5,"Black Lipstick,Cigarette,Earring,Nerd Glasses,Stringy Hair",0,
3362,Male,1060,Light,3,"Bandana,Rosy Cheeks,Small Shades",0,
3363,Male,823,Mid,2,"Pipe,Top Hat",0,
3364,Female,8382,Mid,3,"Clown Eyes Green,Mohawk,Purple Lipstick",0,
3365,Male,4361,Dark,3,"Shadow Beard,Smile,Wild Hair",0,
3366,Female,2647,Dark,3,"Nerd Glasses,Purple Lipstick,Straight Hair Dark",0,
3367,Female,8708,Light,2,"Earring,Headband",0,
3368,Male,2867,Dark,3,"Fedora,Mole,Silver Chain",0,
3369,Male,6549,Mid,2,"Luxurious Beard,Stringy Hair",0,
3370,Male,3238,Dark,3,"Earring,Purple Hair,Shadow Beard",1,Earring
3371,Female,1666,Dark,3,"Horned Rim Glasses,Hot Lipstick,Straight Hair Blonde",0,
3372,Male,6796,Mid,4,"Earring,Headband,Nerd Glasses,Normal Beard Black",0,
3373,Male,4027,Light,2,"Police Cap,Small Shades",0,
3374,Male,6859,Mid,3,"Classic Shades,Frumpy Hair,Normal Beard Black",0,
3375,Male,4666,Mid,4,"Big Shades,Cap Forward,Earring,Normal Beard",0,
3376,Female,8501,Dark,4,"Black Lipstick,Clown Eyes Blue,Earring,Mohawk Dark",0,
3377,Female,2785,Mid,3,"Clown Eyes Green,Earring,Straight Hair",1,Earring
3378,Male,5621,Mid,3,"Bandana,Earring,Handlebars",0,
3379,Male,5591,Mid,4,"Handlebars,Mole,Nerd Glasses,Wild Hair",0,
3380,Male,6588,Albino,3,"Classic Shades,Mustache,Peak Spike",0,
3381,Male,2939,Light,2,"Knitted Cap,Silver Chain",0,
3382,Male,4162,Light,3,"Clown Nose,Mohawk Dark,Nerd Glasses",0,
3383,Male,3505,Light,3,"Handlebars,Medical Mask,Stringy Hair",1,Handlebars
3384,Male,1887,Light,3,"Horned Rim Glasses,Silver Chain,Vampire Hair",0,
3385,Female,3676,Dark,2,"Eye Patch,Tassle Hat",0,
3386,Female,9402,Dark,2,"Big Shades,Frumpy Hair",0,
3387,Male,4059,Dark,2,"Big Shades,Police Cap",0,
3388,Female,9708,Mid,3,"Earring,Messy Hair,Purple Lipstick",0,
3389,Male,7886,Light,3,"Frumpy Hair,Mole,Pipe",0,
3390,Male,5602,Light,3,"Handlebars,Horned Rim Glasses,Messy Hair",0,
3391,Male,7387,Albino,2,"Muttonchops,Shaved Head",0,
3392,Male,3849,Dark,4,"Earring,Fedora,Nerd Glasses,Pipe",0,
3393,Zombie,506,Zombie,2,"Crazy Hair,Frown",0,
3394,Female,8645,Light,4,"Headband,Horned Rim Glasses,Hot Lipstick,Mole",0,
3395,Male,4142,Albino,4,"Big Shades,Cap,Clown Nose,Mole",0,
3396,Male,6619,Albino,3,"Clown Eyes Green,Mustache,Wild Hair",0,
3397,Female,5402,Mid,3,"Frumpy Hair,Purple Eye Shadow,Purple Lipstick",0,
3398,Male,7626,Light,3,"Mohawk,Muttonchops,VR",0,
3399,Female,2353,Mid,2,"Black Lipstick,Half Shaved",0,
3400,Male,1075,Dark,2,"Mohawk Thin,Rosy Cheeks",0,
3401,Female,1572,Dark,3,"Earring,Eye Mask,Wild Blonde",1,Earring
3402,Female,953,Light,4,"Horned Rim Glasses,Knitted Cap,Purple Lipstick,Spots",0,
3403,Male,9594,Mid,2,"Earring,Wild Hair",0,
3404,Male,5151,Dark,2,"Front Beard Dark,Messy Hair",0,
3405,Female,8809,Albino,2,"Crazy Hair,Purple Lipstick",0,
3406,Male,4339,Mid,4,"Big Shades,Mohawk Dark,Mole,Smile",0,
3407,Male,4439,Light,2,"Mustache,Regular Shades",0,
3408,Female,5928,Mid,2,"Mohawk Thin,Vape",0,
3409,Female,2101,Dark,4,"Earring,Eye Mask,Purple Lipstick,Red Mohawk",1,Earring
3410,Male,8635,Light,2,"Headband,Shadow Beard",0,
3411,Male,4355,Mid,2,"Mohawk Thin,Smile",0,
3412,Female,8086,Albino,1,Wild Hair,0,
3413,Female,8424,Mid,2,"Clown Eyes Green,Wild Hair",0,
3414,Female,9749,Light,3,"Bandana,Eye Patch,Purple Lipstick",0,
3415,Male,4274,Light,3,"Do-rag,Eye Patch,Smile",0,
3416,Male,3191,Light,2,"Eye Mask,Purple Hair",0,
3417,Female,9536,Dark,2,"Big Shades,Wild Hair",0,
3418,Female,8527,Mid,3,"Cigarette,Clown Eyes Blue,Mohawk",0,
3419,Male,2942,Mid,3,"Mohawk Dark,Nerd Glasses,Silver Chain",0,
3420,Female,9009,Light,2,"Horned Rim Glasses,Mohawk Dark",0,
3421,Male,9889,Dark,3,"Bandana,Horned Rim Glasses,Shadow Beard",0,
3422,Male,7845,Dark,3,"Headband,Nerd Glasses,Pipe",0,
3423,Male,363,Mid,4,"Buck Teeth,Do-rag,Earring,Goat",0,
3424,Female,1714,Light,3,"Earring,Purple Lipstick,Straight Hair Blonde",1,Earring
3425,Male,9566,Dark,4,"Cigarette,Earring,Mole,Wild Hair",0,
3426,Male,8323,Mid,3,"Bandana,Earring,Small Shades",0,
3427,Female,1658,Mid,3,"Big Shades,Black Lipstick,Straight Hair Blonde",0,
3428,Male,7335,Dark,3,"Goat,Mole,Wild Hair",0,
3429,Male,7997,Mid,3,"Cigarette,Messy Hair,VR",0,
3430,Female,2824,Dark,2,"Big Shades,Straight Hair",0,
3431,Female,1948,Dark,3,"Hot Lipstick,Purple Eye Shadow,Red Mohawk",0,
3432,Female,1488,Dark,2,"Gold Chain,Straight Hair Blonde",0,
3433,Male,7749,Dark,3,"Eye Patch,Peak Spike,Shadow Beard",0,
3434,Male,3834,Light,4,"Earring,Fedora,Goat,Nerd Glasses",0,
3435,Female,8693,Dark,2,"Headband,Purple Lipstick",0,
3436,Female,8997,Light,3,"Big Shades,Hot Lipstick,Mohawk Dark",0,
3437,Female,664,Dark,5,"Clown Eyes Blue,Earring,Mole,Pink With Hat,Purple Lipstick",1,Earring
3438,Male,3325,Light,5,"Classic Shades,Earring,Frown,Frumpy Hair,Shadow Beard",0,
3439,Male,4596,Light,3,"Cap Forward,Earring,Frown",0,
3440,Male,5971,Light,3,"Do-rag,Front Beard,Horned Rim Glasses",0,
3441,Female,2069,Albino,4,"3D Glasses,Earring,Half Shaved,Hot Lipstick",1,Earring
3442,Female,8242,Light,2,"Cap,Earring",0,
3443,Alien,10,Alien,2,"Cowboy Hat,Earring",0,
3444,Male,4221,Light,3,"Cap Forward,Earring,Smile",0,
3445,Male,9129,Light,3,"Mohawk Thin,Nerd Glasses,Shadow Beard",0,
3446,Male,5467,Dark,3,"Eye Patch,Handlebars,Shaved Head",0,
3447,Male,915,Mid,3,"Classic Shades,Hoodie,Spots",0,
3448,Male,8174,Dark,3,"Cap,Earring,Regular Shades",0,
3449,Male,7065,Light,2,"Messy Hair,Normal Beard",0,
3450,Female,5657,Light,2,"Blue Eye Shadow,Mohawk Dark",0,
3451,Female,3023,Mid,2,"Dark Hair,VR",0,
3452,Male,8850,Dark,3,"Classic Shades,Knitted Cap,Shadow Beard",0,
3453,Female,4557,Dark,2,"Eye Patch,Hot Lipstick",0,
3454,Male,5509,Light,3,"Cap,Eye Patch,Handlebars",0,
3455,Male,9130,Albino,3,"Mohawk,Mole,Shadow Beard",0,
3456,Male,952,Mid,2,"Crazy Hair,Spots",0,
3457,Female,1709,Albino,3,"Earring,Purple Lipstick,Wild Blonde",0,
3458,Male,9111,Dark,2,"Classic Shades,Mohawk",0,
3459,Male,9885,Mid,3,"Bandana,Classic Shades,Earring",0,
3460,Male,5210,Mid,4,"Eye Mask,Frown,Frumpy Hair,Shadow Beard",0,
3461,Male,6307,Albino,3,"Classic Shades,Do-rag,Luxurious Beard",0,
3462,Male,4581,Light,2,"Cigarette,Earring",0,
3463,Male,3769,Albino,3,"Fedora,Frown,Vape",0,
3464,Female,2818,Light,3,"Big Shades,Hot Lipstick,Straight Hair",0,
3465,Female,2819,Mid,3,"Big Shades,Hot Lipstick,Straight Hair",0,
3466,Male,4932,Light,2,"Hoodie,VR",0,
3467,Male,8626,Light,3,"Big Shades,Headband,Shadow Beard",0,
3468,Female,1258,Light,4,"3D Glasses,Black Lipstick,Cigarette,Wild White Hair",0,
3469,Male,4041,Albino,4,"Earring,Police Cap,Regular Shades,Shadow Beard",0,
3470,Female,1997,Dark,2,"Blonde Bob,Blue Eye Shadow",0,
3471,Female,2874,Light,3,"Clown Nose,Crazy Hair,Silver Chain",0,
3472,Male,6641,Dark,3,"Crazy Hair,Earring,Mustache",0,
3473,Male,5078,Dark,3,"Front Beard Dark,Headband,Regular Shades",0,
3474,Male,8958,Mid,2,"Eye Patch,Mohawk Dark",0,
3475,Male,1786,Mid,2,"Big Beard,Hoodie",0,
3476,Female,2678,Light,3,"Cigarette,Purple Lipstick,Straight Hair Dark",0,
3477,Male,8338,Light,3,"Clown Eyes Green,Crazy Hair,Shadow Beard",0,
3478,Male,9200,Dark,2,"Big Shades,Mohawk Thin",0,
3479,Female,716,Dark,2,"Classic Shades,Pink With Hat",0,
3480,Female,2135,Dark,2,"Half Shaved,Pipe",0,
3481,Female,3039,Mid,3,"Clown Eyes Blue,Dark Hair,Hot Lipstick",0,
3482,Male,5534,Dark,3,"Earring,Handlebars,Headband",0,
3483,Female,2136,Dark,2,"Blonde Bob,Pipe",0,
3484,Male,7293,Mid,4,"Cigarette,Earring,Goat,Knitted Cap",0,
3485,Male,7258,Dark,2,"Cap,Goat",0,
3486,Female,8181,Mid,3,"Cap,Horned Rim Glasses,Hot Lipstick",0,
3487,Female,9983,Mid,2,"Bandana,Hot Lipstick",0,
3488,Female,2298,Mid,3,"Big Shades,Earring,Red Mohawk",0,
3489,Zombie,562,Zombie,2,"Eye Patch,Stringy Hair",0,
3490,Female,1240,Mid,4,"Blue Eye Shadow,Earring,Hot Lipstick,Wild White Hair",1,Earring
3491,Male,3346,Light,5,"Cigarette,Crazy Hair,Earring,Mole,Mustache",0,
3492,Female,9572,Mid,2,"Mole,Wild Hair",0,
3493,Zombie,531,Zombie,2,"Peak Spike,Shadow Beard",0,
3494,Female,2214,Dark,3,"Blonde Bob,Clown Eyes Blue,Earring",1,Earring
3495,Male,5867,Mid,3,"Frumpy Hair,Muttonchops,Vape",0,
3496,Male,3262,Mid,2,"Cigarette,Purple Hair",0,
3497,Male,9729,Mid,2,"Cigarette,Messy Hair",0,
3498,Female,9004,Dark,2,"Horned Rim Glasses,Mohawk Dark",0,
3499,Male,9518,Dark,3,"Earring,Regular Shades,Wild Hair",0,
3500,Male,7983,Light,2,"Frumpy Hair,VR",0,
3501,Male,8321,Albino,2,"Bandana,Small Shades",0,
3502,Female,9440,Dark,2,"Frumpy Hair,Mole",0,
3503,Female,156,Light,3,"Earring,Pilot Helmet,Pipe",1,Earring
3504,Male,6232,Mid,4,"Chinstrap,Earring,Regular Shades,Wild Hair",0,
3505,Male,838,Dark,3,"Nerd Glasses,Shadow Beard,Top Hat",0,
3506,Male,7932,Dark,4,"Earring,Headband,Shadow Beard,VR",0,
3507,Male,5457,Dark,3,"3D Glasses,Do-rag,Handlebars",0,
3508,Male,7265,Light,4,"Cigarette,Clown Eyes Green,Frumpy Hair,Goat",0,
3509,Male,9096,Dark,3,"Classic Shades,Mohawk,Shadow Beard",0,
3510,Female,9454,Mid,2,"Frumpy Hair,Hot Lipstick",0,
3511,Female,693,Light,3,"Black Lipstick,Pink With Hat,VR",0,
3512,Female,9064,Mid,2,"Cigarette,Mohawk Dark",0,
3513,Female,9210,Mid,2,"Big Shades,Mohawk",0,
3514,Male,4002,Dark,2,"Goat,Police Cap",0,
3515,Female,8810,Dark,3,"Crazy Hair,Earring,Purple Lipstick",0,
3516,Male,6528,Dark,3,"3D Glasses,Earring,Messy Hair",0,
3517,Male,9737,Mid,2,"Earring,Messy Hair",0,
3518,Male,4792,Dark,3,"Earring,Front Beard Dark,Hoodie",1,Earring
3519,Female,704,Dark,4,"Clown Eyes Blue,Earring,Mole,Pink With Hat",1,Earring
3520,Female,2316,Light,3,"Black Lipstick,Nerd Glasses,Red Mohawk",0,
3521,Male,7442,Mid,2,"Do-rag,Small Shades",0,
3522,Female,1921,Light,4,"Black Lipstick,Clown Nose,Earring,Red Mohawk",0,
3523,Male,1828,Mid,3,"Big Beard,Headband,Nerd Glasses",0,
3524,Male,7877,Albino,2,"Mohawk,Pipe",0,
3525,Female,1314,Light,2,"Nerd Glasses,Wild White Hair",0,
3526,Female,8229,Mid,3,"Cap,Earring,Hot Lipstick",0,
3527,Female,9033,Dark,2,"Black Lipstick,Mohawk Dark",0,
3528,Female,9582,Albino,2,"Hot Lipstick,Wild Hair",0,
3529,Female,2703,Dark,2,"Clown Hair Green,Earring",0,
3530,Male,5579,Light,2,"Handlebars,Mohawk Thin",0,
3531,Female,8470,Mid,3,"Clown Eyes Blue,Headband,Purple Lipstick",0,
3532,Male,7471,Mid,2,"Eye Patch,Shaved Head",0,
3533,Male,6720,Dark,2,"Mustache,Stringy Hair",0,
3534,Female,2548,Mid,3,"Earring,Pipe,Straight Hair Dark",1,Earring
3535,Female,611,Light,3,"Clown Eyes Blue,Pigtails,Purple Lipstick",0,
3536,Male,4785,Light,2,"Cap Forward,Earring",0,
3537,Male,4814,Mid,2,"Handlebars,Hoodie",0,
3538,Male,5251,Mid,2,"Frown,Peak Spike",0,
3539,Male,9160,Dark,3,"Earring,Mohawk,Regular Shades",0,
3540,Male,5503,Mid,4,"Handlebars,Horned Rim Glasses,Pipe,Wild Hair",0,
3541,Female,9338,Mid,2,"Earring,Mohawk Thin",0,
3542,Female,5887,Mid,4,"Clown Eyes Blue,Crazy Hair,Earring,Vape",0,
3543,Male,4921,Light,3,"Hoodie,Pipe,Small Shades",0,
3544,Male,9136,Albino,3,"Earring,Mohawk Thin,Shadow Beard",0,
3545,Female,2000,Light,2,"Blue Eye Shadow,Red Mohawk",0,
3546,Male,859,Light,2,"Earring,Top Hat",0,
3547,Female,631,Mid,2,"Nerd Glasses,Pigtails",0,
3548,Female,1191,Light,2,"Black Lipstick,Blonde Short",0,
3549,Male,9779,Light,3,"Earring,Shadow Beard,Stringy Hair",0,
3550,Male,8716,Mid,2,"Crazy Hair,Eye Patch",0,
3551,Male,6867,Dark,3,"Cigarette,Normal Beard Black,Wild Hair",0,
3552,Male,8957,Light,2,"Eye Patch,Mohawk Dark",0,
3553,Male,5590,Mid,2,"Frumpy Hair,Handlebars",0,
3554,Male,2704,Dark,2,"Clown Hair Green,Earring",0,
3555,Male,1002,Mid,5,"Earring,Front Beard,Rosy Cheeks,Small Shades,Wild Hair",0,
3556,Female,426,Mid,3,"Earring,Half Shaved,Welding Goggles",1,Earring
3557,Female,9596,Mid,3,"Black Lipstick,Eye Patch,Messy Hair",0,
3558,Female,1078,Dark,4,"Cigarette,Frumpy Hair,Hot Lipstick,Rosy Cheeks",0,
3559,Male,7814,Albino,2,"Nerd Glasses,Peak Spike",0,
3560,Female,1155,Mid,2,"Blonde Short,Clown Eyes Blue",0,
3561,Male,4613,Dark,3,"Cap Forward,Earring,Front Beard",0,
3562,Male,6970,Light,3,"Clown Eyes Blue,Mohawk Thin,Normal Beard",0,
3563,Male,8011,Dark,3,"Cigarette,Stringy Hair,VR",0,
3564,Male,387,Mid,3,"Buck Teeth,Cigarette,Mohawk Thin",0,
3565,Male,7098,Mid,3,"Eye Mask,Headband,Muttonchops",0,
3566,Male,7499,Light,4,"Do-rag,Earring,Nerd Glasses,Shadow Beard",0,
3567,Female,8220,Mid,2,"Cap,Mole",0,
3568,Male,2972,Dark,2,"Bandana,Silver Chain",0,
3569,Male,4282,Light,3,"Earring,Shaved Head,Smile",0,
3570,Female,2540,Light,2,"Eye Mask,Straight Hair Dark",0,
3571,Male,4419,Dark,1,Front Beard,0,
3572,Male,8837,Mid,2,"Crazy Hair,Earring",0,
3573,Male,4940,Dark,3,"Earring,Hoodie,Small Shades",1,Earring
3574,Female,9556,Albino,4,"Black Lipstick,Earring,Mole,Wild Hair",1,Earring
3575,Male,8460,Albino,3,"Bandana,Clown Eyes Green,Earring",0,
3576,Male,5476,Mid,3,"Cigarette,Handlebars,Shaved Head",0,
3577,Male,8673,Mid,3,"Earring,Headband,Nerd Glasses",0,
3578,Female,9395,Mid,3,"Big Shades,Frumpy Hair,Hot Lipstick",0,
3579,Male,7478,Light,3,"Cigarette,Classic Shades,Shaved Head",0,
3580,Male,8938,Dark,2,"Cigarette,Knitted Cap",0,
3581,Female,3704,Mid,3,"Nerd Glasses,Purple Lipstick,Tassle Hat",0,
3582,Female,2028,Light,2,"Blonde Bob,Green Eye Shadow",0,
3583,Male,6929,Dark,3,"Eye Patch,Normal Beard,Peak Spike",0,
3584,Female,8467,Mid,2,"Bandana,Clown Eyes Green",0,
3585,Male,4644,Mid,3,"Cap Forward,Horned Rim Glasses,Mustache",0,
3586,Male,7821,Light,2,"Mole,Peak Spike",0,
3587,Male,2930,Mid,4,"Mohawk Dark,Mole,Silver Chain,VR",0,
3588,Male,2171,Dark,2,"Small Shades,Vampire Hair",0,
3589,Female,2288,Light,3,"Blonde Bob,Horned Rim Glasses,Purple Lipstick",0,
3590,Female,3737,Dark,2,"Hot Lipstick,Tassle Hat",0,
3591,Male,5521,Light,3,"Handlebars,Mohawk Thin,Small Shades",0,
3592,Female,1290,Dark,3,"Black Lipstick,Classic Shades,Wild White Hair",0,
3593,Female,8379,Dark,3,"Clown Eyes Green,Mohawk,Purple Lipstick",0,
3594,Female,1734,Mid,2,"Hot Lipstick,Wild Blonde",0,
3595,Female,2372,Mid,3,"Blonde Bob,Cigarette,Purple Lipstick",0,
3596,Male,5232,Dark,2,"Do-rag,Frown",0,
3597,Male,6810,Mid,2,"Crazy Hair,Normal Beard Black",0,
3598,Male,3871,Mid,3,"Classic Shades,Fedora,Shadow Beard",0,
3599,Male,7317,Dark,3,"Earring,Goat,Mohawk Thin",0,
3600,Male,7788,Albino,2,"Peak Spike,Shadow Beard",0,
3601,Male,897,Light,3,"Headband,Medical Mask,Spots",0,
3602,Female,5676,Mid,3,"Blue Eye Shadow,Frumpy Hair,Purple Lipstick",0,
3603,Male,335,Light,5,"Big Shades,Buck Teeth,Earring,Peak Spike,Pipe",0,
3604,Female,9770,Mid,2,"Classic Shades,Stringy Hair",0,
3605,Male,9491,Light,2,"Classic Shades,Wild Hair",0,
3606,Male,6839,Mid,3,"Mohawk,Normal Beard Black,Regular Shades",0,
3607,Female,9843,Albino,3,"Earring,Purple Lipstick,Stringy Hair",0,
3608,Female,9220,Dark,3,"Mohawk Thin,Nerd Glasses,Purple Lipstick",0,
3609,Zombie,529,Zombie,2,"Do-rag,Earring",0,
3610,Female,9833,Mid,3,"Hot Lipstick,Mole,Stringy Hair",0,
3611,Male,9680,Light,2,"Messy Hair,Nerd Glasses",0,
3612,Male,4779,Mid,3,"Cap Forward,Cigarette,Earring",0,
3613,Male,6384,Light,4,"Clown Eyes Blue,Earring,Luxurious Beard,Messy Hair",0,
3614,Male,4971,Mid,2,"Hoodie,Shadow Beard",0,
3615,Female,2467,Mid,3,"Earring,Purple Eye Shadow,Straight Hair Dark",1,Earring
3616,Female,1106,Dark,3,"Black Lipstick,Blonde Short,Purple Eye Shadow",0,
3617,Female,9580,Dark,3,"Cigarette,Hot Lipstick,Wild Hair",0,
3618,Male,7619,Mid,4,"Big Shades,Earring,Peak Spike,Pipe",0,
3619,Male,4830,Light,3,"Chinstrap,Eye Patch,Hoodie",0,
3620,Male,3412,Dark,4,"Earring,Gold Chain,Normal Beard,Wild Hair",0,
3621,Female,9310,Dark,3,"Cigarette,Earring,Mohawk",0,
3622,Male,5005,Mid,4,"Bandana,Front Beard Dark,Small Shades,Vape",0,
3623,Female,2627,Light,3,"Big Shades,Clown Hair Green,Hot Lipstick",0,
3624,Male,6910,Mid,3,"Do-rag,Eye Patch,Normal Beard",0,
3625,Male,5181,Mid,4,"Front Beard,Frown,Horned Rim Glasses,Peak Spike",1,Frown
3626,Male,3584,Mid,2,"Bandana,Medical Mask",0,
3627,Female,3043,Light,2,"Clown Eyes Blue,Dark Hair",0,
3628,Female,2801,Dark,3,"Classic Shades,Hot Lipstick,Straight Hair",0,
3629,Female,2782,Dark,4,"Clown Eyes Green,Earring,Hot Lipstick,Straight Hair",1,Earring
3630,Male,2232,Dark,2,"Eye Patch,Vampire Hair",0,
3631,Male,4035,Albino,2,"Eye Patch,Police Cap",0,
3632,Female,9334,Light,2,"Earring,Mohawk",0,
3633,Male,6159,Light,3,"Chinstrap,Knitted Cap,VR",0,
3634,Male,7298,Mid,2,"Goat,Knitted Cap",0,
3635,Male,2096,Mid,2,"Normal Beard,Vampire Hair",0,
3636,Zombie,480,Zombie,3,"Earring,Front Beard Dark,Top Hat",0,
3637,Female,4414,Mid,2,"Earring,Green Eye Shadow",0,
3638,Male,1471,Mid,3,"Cigarette,Cowboy Hat,Mole",0,
3639,Female,4156,Light,2,"Clown Nose,Crazy Hair",0,
3640,Male,6830,Light,3,"Mohawk Dark,Nerd Glasses,Normal Beard Black",0,
3641,Female,3712,Mid,3,"Black Lipstick,Cigarette,Tassle Hat",0,
3642,Male,7938,Light,2,"Headband,VR",0,
3643,Male,5217,Dark,3,"Do-rag,Frown,Muttonchops",0,
3644,Male,9105,Albino,2,"Classic Shades,Mohawk",0,
3645,Male,8785,Light,2,"Crazy Hair,Nerd Glasses",0,
3646,Female,9786,Dark,3,"Cigarette,Regular Shades,Stringy Hair",0,
3647,Male,8953,Dark,3,"Earring,Eye Patch,Mohawk Dark",0,
3648,Female,423,Light,3,"Purple Lipstick,Red Mohawk,Welding Goggles",0,
3649,Female,1102,Dark,4,"Blonde Short,Earring,Medical Mask,Purple Lipstick",1,Lipstick
3650,Male,1971,Light,3,"Handlebars,Nerd Glasses,Vampire Hair",0,
3651,Male,4857,Mid,3,"Hoodie,Mustache,Small Shades",0,
3652,Male,4625,Dark,3,"Cap Forward,Chinstrap,Earring",0,
3653,Female,1699,Mid,2,"Black Lipstick,Straight Hair Blonde",0,
3654,Male,7474,Dark,3,"Classic Shades,Shadow Beard,Shaved Head",0,
3655,Male,7304,Mid,2,"Goat,Mohawk Dark",0,
3656,Female,1158,Mid,2,"Blonde Short,Eye Patch",0,
3657,Male,1387,Mid,3,"Cowboy Hat,Earring,Luxurious Beard",0,
3658,Female,9203,Light,2,"Big Shades,Mohawk",0,
3659,Female,3085,Dark,3,"Black Lipstick,Cigarette,Dark Hair",0,
3660,Male,7443,Mid,2,"Shaved Head,Small Shades",0,
3661,Male,2164,Light,1,Vampire Hair,0,
3662,Male,8334,Dark,2,"Clown Eyes Green,Headband",0,
3663,Female,7136,Dark,3,"Eye Mask,Knitted Cap,Purple Lipstick",0,
3664,Male,1814,Mid,2,"Big Beard,Peak Spike",0,
3665,Male,9791,Mid,2,"Regular Shades,Stringy Hair",0,
3666,Male,4919,Light,2,"Hoodie,Muttonchops",0,
3667,Male,6128,Light,3,"Chinstrap,Clown Eyes Blue,Do-rag",0,
