,types,rarity,skin,total_traits,traits
2022,Female,2757,Dark,2,"Green Eye Shadow,Straight Hair"
2023,Female,5807,Mid,3,"Green Eye Shadow,Messy Hair,Mole"
2024,Male,7291,Dark,3,"Goat,Knitted Cap,Nerd Glasses"
2025,Male,8271,Light,2,"Mohawk Dark,Small Shades"
2026,Male,7798,Dark,3,"Cigarette,Horned Rim Glasses,Peak Spike"
2027,Male,6431,Light,2,"3D Glasses,Knitted Cap"
2028,Male,5092,Mid,3,"Crazy Hair,Earring,Front Beard Dark"
2029,Male,1457,Albino,2,"Cowboy Hat,Horned Rim Glasses"
2030,Female,6406,Mid,3,"3D Glasses,Crazy Hair,Earring"
2031,Male,8300,Mid,3,"Cigarette,Small Shades,Wild Hair"
2032,Male,5309,Light,4,"Earring,Frown,Frumpy Hair,Shadow Beard"
2033,Female,2433,Light,5,"Clown Eyes Blue,Gold Chain,Mole,Purple Lipstick,Straight Hair Dark"
2034,Female,1234,Light,2,"Purple Eye Shadow,Wild White Hair"
2035,Male,7924,Dark,3,"Cap,Shadow Beard,VR"
2036,Male,5475,Light,3,"Cigarette,Handlebars,Shaved Head"
2037,Female,9435,Mid,3,"Frumpy Hair,Hot Lipstick,Mole"
2038,Male,4773,Light,3,"Cap Forward,Earring,Mole"
2039,Female,5818,Albino,3,"Green Eye Shadow,Purple Lipstick,Stringy Hair"
2040,Male,8687,Dark,2,"Headband,Mole"
2041,Female,4535,Dark,1,Cigarette
2042,Male,6412,Mid,2,"3D Glasses,Crazy Hair"
2043,Male,5164,Dark,2,"Front Beard Dark,Stringy Hair"
2044,Male,3935,Light,2,"Handlebars,Police Cap"
2045,Male,6072,Mid,3,"Front Beard,Regular Shades,Wild Hair"
2046,Female,2583,Light,3,"Clown Eyes Blue,Earring,Straight Hair Dark,Hidden Earring"
2047,Female,2364,Dark,2,"Half Shaved,Mole"
2048,Male,4788,Mid,3,"Front Beard Dark,Hoodie,VR"
2049,Male,3340,Light,5,"Chinstrap,Do-rag,Earring,Pipe,VR"
2050,Male,5025,Light,4,"Do-rag,Earring,Front Beard Dark,Regular Shades"
2051,Male,4828,Light,2,"Front Beard,Hoodie"
2052,Female,8026,Dark,1,Cap
2053,Female,9197,Dark,2,"Big Shades,Mohawk"
2054,Female,1495,Dark,4,"Clown Eyes Green,Clown Nose,Pipe,Straight Hair Blonde"
2055,Male,7107,Dark,2,"Eye Mask,Peak Spike"
2056,Male,7520,Light,3,"Cigarette,Regular Shades,Shaved Head"
2057,Male,6873,Light,2,"Normal Beard Black,Wild Hair"
2058,Male,3198,Mid,3,"Earring,Goat,Purple Hair,Hidden Earring"
2059,Male,8955,Mid,3,"Earring,Eye Patch,Mohawk Dark"
2060,Male,3206,Light,2,"Muttonchops,Purple Hair"
2061,Male,4671,Mid,2,"Cap Forward,Normal Beard"
2062,Female,9222,Light,3,"Mohawk Thin,Nerd Glasses,Purple Lipstick"
2063,Male,5048,Albino,3,"Earring,Front Beard Dark,Peak Spike"
2064,Male,5019,Albino,3,"Front Beard Dark,Shaved Head,Small Shades"
2065,Female,3066,Mid,3,"Dark Hair,Horned Rim Glasses,Hot Lipstick"
2066,Zombie,535,Zombie,1,Knitted Cap
2067,Female,8793,Dark,2,"Black Lipstick,Crazy Hair"
2068,Female,3684,Dark,3,"Purple Lipstick,Regular Shades,Tassle Hat"
2069,Female,5794,Mid,3,"Frumpy Hair,Green Eye Shadow,Hot Lipstick"
2070,Male,8703,Light,2,"Cigarette,Headband"
2071,Male,9214,Mid,2,"Horned Rim Glasses,Mohawk Thin"
2072,Female,5825,Mid,4,"Bandana,Cigarette,Green Eye Shadow,Purple Lipstick"
2073,Male,9230,Light,3,"Earring,Mohawk Thin,Nerd Glasses"
2074,Female,8555,Mid,4,"Clown Eyes Blue,Earring,Hot Lipstick,Wild Hair,Hidden Earring"
2075,Male,4144,Mid,3,"Clown Nose,Headband,Small Shades"
2076,Male,9906,Dark,2,"Bandana,Regular Shades"
2077,Female,9578,Albino,3,"Cigarette,Hot Lipstick,Wild Hair"
2078,Female,8546,Mid,2,"Clown Eyes Blue,Frumpy Hair"
2079,Male,7691,Light,3,"Earring,Knitted Cap,Muttonchops"
2080,Male,3142,Dark,2,"Purple Hair,Vape"
2081,Male,4034,Mid,3,"Eye Patch,Police Cap,Shadow Beard"
2082,Male,6434,Mid,2,"3D Glasses,Knitted Cap"
2083,Male,6632,Mid,2,"Headband,Mustache"
2084,Male,7973,Mid,2,"Mohawk Thin,VR"
2085,Female,1976,Dark,3,"Black Lipstick,Blue Eye Shadow,Red Mohawk"
2086,Male,7297,Light,2,"Goat,Knitted Cap"
2087,Male,7936,Dark,3,"Earring,Headband,VR"
2088,Male,7772,Light,2,"Bandana,Muttonchops"
2089,Male,4054,Dark,2,"Police Cap,Regular Shades"
2090,Male,8894,Dark,2,"Big Shades,Knitted Cap"
2091,Female,5829,Light,3,"Bandana,Cigarette,Green Eye Shadow"
2092,Female,5672,Mid,2,"Blue Eye Shadow,Mohawk"
2093,Male,4862,Mid,3,"Big Shades,Hoodie,Mustache"
2094,Male,6678,Dark,3,"Horned Rim Glasses,Mohawk Thin,Mustache"
2095,Female,2603,Dark,2,"Classic Shades,Clown Hair Green"
2096,Male,3312,Light,5,"Do-rag,Earring,Front Beard Dark,Mole,Pipe"
2097,Male,4250,Dark,4,"Do-rag,Luxurious Beard,Regular Shades,Smile,Hidden Smile"
2098,Male,6444,Mid,2,"Luxurious Beard,Mohawk Dark"
2099,Male,5533,Albino,2,"Handlebars,Headband"
2100,Female,5768,Dark,3,"Black Lipstick,Green Eye Shadow,Mohawk"
2101,Female,1523,Light,3,"Black Lipstick,Blue Eye Shadow,Wild Blonde"
2102,Male,6585,Light,2,"Do-rag,Mustache"
2103,Female,9287,Dark,2,"Mohawk,Purple Lipstick"
2104,Female,5634,Mid,3,"Black Lipstick,Blue Eye Shadow,Headband"
2105,Female,8695,Mid,3,"Earring,Headband,Hot Lipstick"
2106,Male,6838,Dark,3,"Classic Shades,Mohawk Thin,Normal Beard Black"
2107,Male,7937,Dark,2,"Headband,VR"
2108,Male,7489,Mid,2,"Classic Shades,Do-rag"
2109,Male,6247,Light,4,"Chinstrap,Earring,Eye Patch,Stringy Hair"
2110,Female,591,Mid,3,"3D Glasses,Earring,Pigtails"
2111,Male,7908,Light,3,"Earring,Messy Hair,Pipe"
2112,Male,374,Mid,3,"Buck Teeth,Cap,Shadow Beard"
2113,Male,5543,Mid,3,"Crazy Hair,Earring,Handlebars"
2114,Female,1250,Light,3,"Earring,Green Eye Shadow,Wild White Hair,Hidden Earring"
2115,Female,9997,Light,2,"Bandana,Earring"
2116,Male,4706,Albino,1,Cap Forward
2117,Female,1571,Dark,3,"Eye Mask,Purple Lipstick,Straight Hair Blonde"
2118,Female,1213,Dark,2,"Blonde Short,Earring"
2119,Female,8394,Light,2,"Clown Eyes Green,Mohawk Thin"
2120,Female,172,Mid,4,"Earring,Hot Lipstick,Mole,Pilot Helmet,Hidden Earring"
2121,Female,650,Light,2,"Hot Lipstick,Pigtails"
2122,Male,5477,Albino,2,"Handlebars,Shaved Head"
2123,Male,3498,Light,3,"Front Beard Dark,Frumpy Hair,Medical Mask"
2124,Male,7751,Dark,4,"Earring,Eye Patch,Mole,Peak Spike"
2125,Male,8715,Light,2,"Crazy Hair,Eye Patch"
2126,Male,5268,Light,3,"Clown Eyes Green,Frown,Frumpy Hair"
2127,Female,9028,Mid,4,"Black Lipstick,Cigarette,Earring,Mohawk Dark"
2128,Male,9070,Light,2,"Earring,Mohawk Dark"
2129,Female,5800,Dark,3,"Green Eye Shadow,Mole,Wild Hair"
2130,Male,752,Mid,3,"Big Beard,Small Shades,Top Hat"
2131,Female,7189,Light,4,"Black Lipstick,Earring,Eye Mask,Stringy Hair,Hidden Earring"
2132,Zombie,500,Zombie,3,"Hoodie,Nerd Glasses,Normal Beard Black"
2133,Female,1264,Dark,3,"Earring,Pipe,Wild White Hair,Hidden Earring"
2134,Female,9714,Dark,3,"Earring,Hot Lipstick,Messy Hair"
2135,Male,1970,Dark,3,"Handlebars,Regular Shades,Vampire Hair"
2136,Male,5540,Mid,3,"Classic Shades,Crazy Hair,Handlebars"
2137,Female,8124,Mid,4,"Cap,Cigarette,Clown Eyes Green,Purple Lipstick"
2138,Female,4412,Mid,3,"Black Lipstick,Earring,Green Eye Shadow"
2139,Male,6214,Dark,3,"Chinstrap,Classic Shades,Mohawk"
2140,Ape,50,Ape,2,"Knitted Cap,Small Shades"
2141,Male,6725,Light,3,"Bandana,Cigarette,Mustache"
2142,Female,4418,Dark,4,"Hot Lipstick,Mole,Nerd Glasses,Vape"
2143,Female,1188,Light,3,"Black Lipstick,Blonde Short,Earring"
2144,Male,6686,Light,2,"Mohawk Thin,Mustache"
2145,Female,7160,Light,2,"Eye Mask,Mohawk"
2146,Female,126,Mid,3,"Black Lipstick,Choker,Clown Eyes Green"
2147,Male,9944,Light,2,"Bandana,Nerd Glasses"
2148,Male,3458,Light,2,"Frumpy Hair,Gold Chain"
2149,Female,9447,Dark,2,"Frumpy Hair,Purple Lipstick"
2150,Female,9174,Dark,3,"Big Shades,Black Lipstick,Mohawk"
2151,Male,7608,Dark,2,"Muttonchops,Peak Spike"
2152,Female,9425,Mid,2,"Frumpy Hair,Nerd Glasses"
2153,Male,7513,Dark,2,"Do-rag,Shadow Beard"
2154,Female,9982,Light,2,"Bandana,Hot Lipstick"
2155,Male,5084,Light,2,"Front Beard Dark,Headband"
2156,Female,8794,Light,2,"Black Lipstick,Crazy Hair"
2157,Male,5277,Light,3,"Crazy Hair,Earring,Frown"
2158,Female,5421,Light,4,"Earring,Hot Lipstick,Messy Hair,Purple Eye Shadow"
2159,Female,3622,Albino,2,"Green Eye Shadow,Tassle Hat"
2160,Male,6752,Dark,3,"Normal Beard Black,Peak Spike,VR"
2161,Male,1381,Mid,3,"Chinstrap,Cowboy Hat,Horned Rim Glasses"
2162,Female,3590,Albino,3,"Purple Eye Shadow,Purple Lipstick,Tassle Hat"
2163,Male,4314,Light,3,"Big Shades,Headband,Smile"
2164,Female,1111,Mid,3,"Blonde Short,Earring,Purple Eye Shadow"
2165,Male,4509,Light,1,Regular Shades
2166,Female,9411,Albino,3,"Black Lipstick,Frumpy Hair,Nerd Glasses"
2167,Male,5245,Dark,3,"Frown,Messy Hair,Muttonchops"
2168,Female,8964,Dark,4,"Classic Shades,Hot Lipstick,Mohawk Dark,Mole"
2169,Female,180,Albino,2,"Pilot Helmet,Purple Lipstick"
2170,Female,9740,Dark,3,"Eye Patch,Hot Lipstick,Stringy Hair"
2171,Female,8714,Dark,2,"Crazy Hair,Eye Patch"
2172,Male,4780,Dark,2,"Cap Forward,Cigarette"
2173,Male,6894,Dark,2,"Normal Beard Black,Stringy Hair"
2174,Female,2989,Mid,2,"Dark Hair,Purple Eye Shadow"
2175,Male,4741,Light,3,"Cap Forward,Mole,Shadow Beard"
2176,Female,2419,Albino,2,"Earring,Half Shaved,Hidden Earring"
2177,Female,9359,Dark,2,"Classic Shades,Frumpy Hair"
2178,Male,4794,Mid,2,"Front Beard Dark,Hoodie"
2179,Male,845,Albino,3,"Earring,Regular Shades,Top Hat"
2180,Female,404,Light,3,"Purple Lipstick,Welding Goggles,Wild White Hair"
2181,Female,9427,Dark,3,"Black Lipstick,Frumpy Hair,Mole"
2182,Female,1499,Light,3,"Mole,Purple Eye Shadow,Straight Hair Blonde"
2183,Female,3365,Mid,5,"Clown Eyes Blue,Crazy Hair,Earring,Mole,Purple Lipstick"
2184,Female,9176,Light,3,"Black Lipstick,Horned Rim Glasses,Mohawk"
2185,Male,2636,Dark,2,"Big Shades,Clown Hair Green"
2186,Female,9418,Mid,3,"Cigarette,Frumpy Hair,Nerd Glasses"
2187,Female,1912,Light,4,"Clown Eyes Green,Half Shaved,Medical Mask,Purple Lipstick,Hidden Lipstick"
2188,Male,4586,Dark,3,"Cap Forward,Earring,Front Beard Dark"
2189,Female,6488,Mid,2,"3D Glasses,Frumpy Hair"
2190,Female,708,Albino,3,"Clown Eyes Blue,Earring,Pink With Hat,Hidden Earring"
2191,Male,9990,Light,2,"Bandana,Cigarette"
2192,Male,5283,Albino,4,"Earring,Frown,Horned Rim Glasses,Knitted Cap"
2193,Male,9745,Mid,2,"Eye Patch,Stringy Hair"
2194,Male,5161,Dark,3,"Earring,Front Beard Dark,Stringy Hair"
2195,Female,9584,Mid,2,"Hot Lipstick,Wild Hair"
2196,Female,135,Light,3,"Choker,Hot Lipstick,Mohawk Thin"
2197,Female,5427,Dark,4,"Black Lipstick,Mole,Purple Eye Shadow,Stringy Hair"
2198,Female,7852,Mid,3,"Crazy Hair,Hot Lipstick,Pipe"
2199,Female,1943,Dark,3,"Blonde Bob,Purple Eye Shadow,Purple Lipstick"
2200,Male,1840,Dark,2,"Big Beard,Knitted Cap"
2201,Female,136,Mid,2,"Choker,Frumpy Hair"
2202,Female,19,Dark,6,"Choker,Classic Shades,Earring,Hot Lipstick,Mole,Straight Hair,Hidden Earring"
2203,Female,2498,Light,3,"Clown Hair Green,Earring,Green Eye Shadow"
2204,Female,4,Dark,0,
2205,Male,8923,Mid,2,"Knitted Cap,Mole"
2206,Female,3070,Mid,2,"Dark Hair,Horned Rim Glasses"
2207,Female,5449,Mid,2,"Bandana,Purple Eye Shadow"
2208,Female,983,Dark,4,"Blue Eye Shadow,Hot Lipstick,Red Mohawk,Rosy Cheeks"
2209,Male,3363,Light,5,"Clown Eyes Green,Earring,Mohawk Dark,Mole,Shadow Beard"
2210,Female,5670,Light,2,"Blue Eye Shadow,Mohawk Thin"
2211,Male,5141,Light,3,"Front Beard Dark,Mole,Wild Hair"
2212,Female,5663,Mid,3,"Blue Eye Shadow,Mohawk,Purple Lipstick"
2213,Female,6556,Albino,2,"3D Glasses,Bandana"
2214,Female,2537,Albino,2,"Eye Mask,Straight Hair Dark"
2215,Male,8142,Light,3,"Cap,Eye Patch,Mole"
2216,Male,9161,Light,3,"Earring,Mohawk,Regular Shades"
2217,Female,2029,Mid,2,"Green Eye Shadow,Half Shaved"
2218,Female,440,Light,2,"Dark Hair,Welding Goggles"
2219,Male,1767,Light,1,Big Beard
2220,Male,6521,Dark,3,"Horned Rim Glasses,Luxurious Beard,Messy Hair"
2221,Male,9542,Light,2,"Horned Rim Glasses,Wild Hair"
2222,Female,1142,Dark,3,"Blonde Short,Cigarette,Clown Eyes Green"
2223,Male,4064,Mid,2,"Horned Rim Glasses,Police Cap"
2224,Male,7220,Dark,3,"Do-rag,Earring,Goat"
2225,Male,2116,Light,3,"Clown Eyes Green,Muttonchops,Vampire Hair"
2226,Female,722,Dark,3,"Black Lipstick,Horned Rim Glasses,Pink With Hat"
2227,Male,7956,Albino,2,"Mohawk Dark,VR"
2228,Male,7224,Light,2,"Goat,Shaved Head"
2229,Female,2187,Light,3,"Blonde Bob,Clown Eyes Green,Hot Lipstick"
2230,Male,9920,Mid,3,"Bandana,Cigarette,Horned Rim Glasses"
2231,Female,7994,Mid,3,"Black Lipstick,Messy Hair,VR"
2232,Female,5398,Mid,2,"Mohawk Thin,Purple Eye Shadow"
2233,Male,7361,Mid,2,"Goat,Stringy Hair"
2234,Male,7935,Albino,2,"Headband,VR"
2235,Male,7096,Mid,3,"Eye Mask,Muttonchops,Peak Spike"
2236,Male,9493,Dark,4,"Earring,Regular Shades,Shadow Beard,Wild Hair"
2237,Female,1999,Light,2,"Blonde Bob,Blue Eye Shadow"
2238,Male,7322,Light,2,"Goat,Mohawk"
2239,Male,1754,Albino,3,"Big Beard,Gold Chain,Mohawk"
2240,Female,2295,Albino,2,"Big Shades,Half Shaved"
2241,Male,6711,Mid,3,"Eye Patch,Mustache,Stringy Hair"
2242,Male,4336,Light,2,"Knitted Cap,Smile"
2243,Ape,53,Ape,2,"Bandana,Nerd Glasses"
2244,Female,731,Dark,2,"Nerd Glasses,Pink With Hat"
2245,Male,4670,Light,2,"Cap Forward,Normal Beard"
2246,Male,6554,Mid,3,"Bandana,Cigarette,Luxurious Beard"
2247,Male,6871,Light,3,"Earring,Normal Beard Black,Wild Hair"
2248,Male,5073,Mid,3,"Clown Eyes Green,Front Beard Dark,Messy Hair"
2249,Zombie,563,Zombie,2,"Bandana,Eye Patch"
2250,Male,3193,Dark,3,"Goat,Mole,Purple Hair"
2251,Male,8235,Dark,3,"Cap,Cigarette,Earring"
2252,Female,8436,Light,2,"Clown Eyes Green,Messy Hair"
2253,Female,254,Light,2,"Orange Side,Spots"
2254,Male,3800,Dark,3,"3D Glasses,Fedora,Mole"
2255,Male,6957,Light,3,"Cap,Nerd Glasses,Normal Beard"
2256,Male,8266,Light,2,"Knitted Cap,Small Shades"
2257,Female,9103,Dark,3,"Classic Shades,Hot Lipstick,Mohawk"
2258,Male,4864,Light,2,"Hoodie,Mustache"
2259,Male,6874,Mid,2,"Normal Beard Black,Wild Hair"
2260,Male,6979,Light,3,"Crazy Hair,Eye Patch,Normal Beard"
2261,Male,4287,Mid,2,"Shaved Head,Smile"
2262,Female,2211,Albino,2,"Blonde Bob,Clown Eyes Blue"
2263,Male,4774,Dark,2,"Cap Forward,Mole"
2264,Male,3234,Light,4,"Earring,Purple Hair,Regular Shades,Shadow Beard,Hidden Earring"
2265,Male,8513,Light,2,"Clown Eyes Blue,Mohawk Dark"
2266,Male,9345,Mid,3,"Cigarette,Eye Patch,Frumpy Hair"
2267,Male,349,Light,4,"Buck Teeth,Clown Eyes Green,Handlebars,Knitted Cap"
2268,Male,2881,Albino,4,"Big Shades,Cap Forward,Earring,Silver Chain"
2269,Male,7094,Mid,2,"Do-rag,Eye Mask"
2270,Male,1436,Light,2,"Cowboy Hat,Small Shades"
2271,Male,5960,Dark,4,"Earring,Eye Mask,Front Beard,Mohawk"
2272,Female,3091,Mid,2,"Black Lipstick,Dark Hair"
2273,Female,1285,Light,2,"Clown Eyes Blue,Wild White Hair"
2274,Female,6500,Light,4,"3D Glasses,Earring,Hot Lipstick,Wild Hair,Hidden Earring"
2275,Female,3588,Dark,3,"Black Lipstick,Purple Eye Shadow,Tassle Hat"
2276,Male,377,Mid,4,"Buck Teeth,Shadow Beard,Small Shades,Wild Hair"
2277,Male,2409,Light,3,"Cigarette,Earring,Vampire Hair"
2278,Female,9581,Light,3,"Cigarette,Hot Lipstick,Wild Hair"
2279,Female,630,Dark,2,"Nerd Glasses,Pigtails"
2280,Male,7350,Mid,2,"Goat,Messy Hair"
2281,Female,3326,Light,5,"Cigarette,Earring,Hot Lipstick,Mohawk,Purple Eye Shadow"
2282,Male,4771,Dark,4,"Cap Forward,Cigarette,Earring,Mole"
2283,Female,7890,Mid,3,"Earring,Frumpy Hair,Pipe,Hidden Earring"
2284,Female,2279,Mid,2,"Red Mohawk,Regular Shades"
2285,Male,9199,Dark,2,"Horned Rim Glasses,Mohawk"
2286,Female,9790,Mid,2,"Regular Shades,Stringy Hair"
2287,Male,6141,Light,2,"Chinstrap,Do-rag"
2288,Male,8735,Dark,3,"Crazy Hair,Earring,Shadow Beard"
2289,Male,4617,Mid,2,"Cap Forward,Front Beard"
2290,Male,6564,Light,2,"Bandana,Luxurious Beard"
2291,Male,8633,Mid,3,"Earring,Headband,Shadow Beard"
2292,Male,5607,Light,2,"Handlebars,Messy Hair"
2293,Female,1649,Light,3,"Earring,Regular Shades,Wild Blonde"
2294,Male,4846,Dark,3,"Big Shades,Hoodie,Luxurious Beard"
2295,Male,3407,Light,3,"Gold Chain,Luxurious Beard,Shaved Head"
2296,Male,7254,Light,3,"Cap,Goat,Horned Rim Glasses"
2297,Female,8466,Light,2,"Bandana,Clown Eyes Green"
2298,Male,8634,Dark,2,"Headband,Shadow Beard"
2299,Female,3691,Dark,3,"Black Lipstick,Horned Rim Glasses,Tassle Hat"
2300,Male,4503,Mid,1,Eye Patch
2301,Male,4789,Mid,3,"Eye Patch,Front Beard Dark,Hoodie"
2302,Male,6154,Mid,2,"Chinstrap,Peak Spike"
2303,Male,3790,Mid,3,"Chinstrap,Fedora,Small Shades"
2304,Male,1834,Albino,3,"Big Beard,Crazy Hair,Regular Shades"
2305,Female,9460,Light,2,"Cigarette,Frumpy Hair"
2306,Zombie,551,Zombie,3,"Cigarette,Earring,Mohawk Thin"
2307,Male,5260,Dark,2,"Cap,Frown"
2308,Male,5322,Dark,2,"Frown,Wild Hair"
2309,Male,6065,Mid,3,"Earring,Front Beard,Frumpy Hair"
2310,Male,4832,Mid,3,"Big Shades,Chinstrap,Hoodie"
2311,Male,4970,Light,3,"Earring,Hoodie,Shadow Beard,Hidden Earring"
2312,Female,603,Dark,1,Pigtails
2313,Male,8736,Mid,3,"Crazy Hair,Earring,Shadow Beard"
2314,Male,4275,Albino,3,"Do-rag,Shadow Beard,Smile"
2315,Male,9777,Light,3,"Nerd Glasses,Shadow Beard,Stringy Hair"
2316,Female,7121,Light,2,"Cap,Eye Mask"
2317,Male,7033,Mid,2,"Mohawk Thin,Normal Beard"
2318,Female,1982,Light,3,"Blue Eye Shadow,Half Shaved,Purple Lipstick"
2319,Male,1001,Mid,5,"Bandana,Frown,Nerd Glasses,Rosy Cheeks,Shadow Beard"
2320,Male,7200,Mid,3,"Bandana,Cigarette,Eye Mask"
2321,Female,2192,Dark,2,"Clown Eyes Green,Half Shaved"
2322,Female,2671,Light,3,"Hot Lipstick,Mole,Straight Hair Dark"
2323,Male,8249,Mid,3,"Earring,Headband,Small Shades"
2324,Female,2348,Dark,2,"Black Lipstick,Blonde Bob"
2325,Male,4929,Albino,3,"Earring,Hoodie,VR,Hidden Earring"
2326,Male,2637,Dark,2,"Clown Hair Green,Horned Rim Glasses"
2327,Male,3805,Albino,4,"Earring,Eye Mask,Fedora,Mustache"
2328,Female,9087,Light,2,"Eye Patch,Mohawk Thin"
2329,Zombie,532,Zombie,2,"Earring,Peak Spike"
2330,Female,9242,Albino,3,"Black Lipstick,Mohawk,Mole"
2331,Male,9651,Light,3,"Cigarette,Horned Rim Glasses,Messy Hair"
2332,Male,3788,Mid,2,"Fedora,Front Beard"
2333,Male,3542,Light,3,"Bandana,Medical Mask,Small Shades"
2334,Female,7139,Mid,2,"Eye Mask,Knitted Cap"
2335,Male,5542,Light,3,"Crazy Hair,Earring,Handlebars"
2336,Male,2453,Light,3,"Clown Hair Green,Clown Nose,Earring"
2337,Male,9328,Albino,2,"Earring,Mohawk"
2338,Zombie,537,Zombie,1,Mohawk Thin
2339,Female,9254,Dark,2,"Black Lipstick,Mohawk Thin"
2340,Male,9701,Light,2,"Messy Hair,Mole"
2341,Male,6793,Dark,3,"Big Shades,Headband,Normal Beard Black"
2342,Male,7534,Light,4,"Big Shades,Earring,Mole,Shaved Head"
2343,Male,6837,Dark,4,"Classic Shades,Earring,Mohawk Thin,Normal Beard Black"
2344,Male,5194,Mid,4,"Bandana,Clown Eyes Blue,Frown,Luxurious Beard,Hidden Frown"
2345,Male,7560,Mid,2,"Big Shades,Do-rag"
2346,Female,2753,Dark,3,"Black Lipstick,Green Eye Shadow,Straight Hair"
2347,Male,9481,Mid,2,"Eye Patch,Wild Hair"
2348,Male,6002,Mid,3,"Front Beard,Mohawk Thin,Small Shades"
2349,Male,5873,Light,2,"Peak Spike,Vape"
2350,Male,6334,Mid,4,"Luxurious Beard,Mole,Peak Spike,Small Shades,Hidden Mole"
2351,Female,7144,Dark,2,"Eye Mask,Mohawk Dark"
2352,Male,9426,Mid,2,"Frumpy Hair,Nerd Glasses"
2353,Male,2856,Mid,3,"Purple Hair,Silver Chain,VR"
2354,Male,8465,Dark,2,"Bandana,Clown Eyes Green"
2355,Male,6409,Light,2,"Crazy Hair,Luxurious Beard"
2356,Male,4972,Mid,4,"Cigarette,Earring,Hoodie,Regular Shades,Hidden Earring"
2357,Male,6845,Albino,3,"Mohawk Thin,Mole,Normal Beard Black,Hidden Mole"
2358,Female,9877,Light,4,"Bandana,Classic Shades,Earring,Purple Lipstick"
2359,Female,1702,Mid,4,"Cigarette,Earring,Mole,Wild Blonde"
2360,Female,1283,Albino,3,"Clown Eyes Blue,Earring,Wild White Hair,Hidden Earring"
2361,Female,8697,Light,2,"Headband,Hot Lipstick"
2362,Male,1023,Dark,4,"Bandana,Front Beard Dark,Rosy Cheeks,Small Shades"
2363,Male,6973,Mid,3,"Headband,Nerd Glasses,Normal Beard"
2364,Male,912,Light,3,"Cap Forward,Muttonchops,Spots"
2365,Male,6591,Light,4,"Earring,Mustache,Nerd Glasses,Peak Spike"
2366,Male,9215,Mid,2,"Horned Rim Glasses,Mohawk"
2367,Male,8025,Albino,1,Cap
2368,Female,244,Mid,2,"Purple Lipstick,Tiara"
2369,Male,6773,Dark,3,"Cap,Classic Shades,Normal Beard Black"
2370,Female,2415,Mid,2,"Cigarette,Half Shaved"
2371,Female,588,Mid,2,"Green Eye Shadow,Pigtails"
2372,Female,1126,Mid,2,"Blonde Short,Green Eye Shadow"
2373,Male,4011,Light,2,"Muttonchops,Police Cap"
2374,Male,7544,Light,3,"Do-rag,Earring,Horned Rim Glasses"
2375,Male,2526,Light,4,"Clown Hair Green,Earring,Mustache,Pipe"
2376,Male,5538,Mid,2,"Handlebars,Headband"
2377,Male,1016,Mid,3,"Classic Shades,Front Beard,Rosy Cheeks"
2378,Male,5593,Light,3,"Handlebars,Mole,Wild Hair"
2379,Male,5235,Light,2,"Do-rag,Frown"
2380,Female,2098,Light,3,"Black Lipstick,Eye Mask,Red Mohawk"
2381,Female,1337,Dark,2,"Cigarette,Wild White Hair"
2382,Female,1492,Dark,2,"Medical Mask,Straight Hair Blonde"
2383,Male,6298,Dark,3,"3D Glasses,Goat,Shaved Head"
2384,Female,2794,Light,2,"Clown Eyes Blue,Straight Hair"
2385,Male,4480,Mid,3,"Classic Shades,Pipe,Shadow Beard"
2386,Ape,49,Ape,2,"Headband,Small Shades"
2387,Female,1096,Light,3,"Bandana,Hot Lipstick,Rosy Cheeks"
2388,Male,8510,Light,3,"Clown Eyes Blue,Earring,Mohawk Dark"
2389,Male,4645,Light,3,"Cap Forward,Cigarette,Mustache"
2390,Female,1956,Albino,2,"Half Shaved,Purple Eye Shadow"
2391,Female,2560,Mid,1,Clown Hair Green
2392,Male,8995,Mid,2,"Mohawk Dark,Regular Shades"
2393,Female,2342,Albino,2,"Black Lipstick,Red Mohawk"
2394,Female,455,Albino,2,"Mohawk,Welding Goggles"
2395,Female,2281,Dark,3,"Black Lipstick,Blonde Bob,Horned Rim Glasses"
2396,Female,8060,Light,1,Mohawk Dark
2397,Female,2317,Dark,4,"Earring,Nerd Glasses,Purple Lipstick,Red Mohawk"
2398,Female,5660,Dark,4,"Blue Eye Shadow,Cigarette,Mohawk,Mole"
2399,Male,7138,Light,2,"Eye Mask,Knitted Cap"
2400,Female,3464,Light,2,"Gold Chain,Messy Hair"
2401,Male,4053,Mid,3,"Earring,Police Cap,Regular Shades"
2402,Male,9753,Light,3,"Bandana,Earring,Eye Patch"
2403,Female,8681,Dark,2,"Black Lipstick,Headband"
2404,Male,6127,Dark,3,"Chinstrap,Do-rag,Small Shades"
2405,Male,7301,Light,3,"Earring,Goat,Mohawk Dark"
2406,Male,2878,Dark,2,"Luxurious Beard,Silver Chain"
2407,Female,5651,Mid,2,"Blue Eye Shadow,Knitted Cap"
2408,Male,8145,Mid,3,"Cap,Cigarette,Eye Patch"
2409,Female,962,Dark,2,"Mohawk Thin,Spots"
2410,Male,6290,Mid,3,"Eye Mask,Luxurious Beard,Shaved Head"
2411,Female,1729,Dark,2,"Hot Lipstick,Straight Hair Blonde"
2412,Male,4607,Mid,3,"Cap Forward,Classic Shades,Front Beard"
2413,Female,5799,Light,4,"Cigarette,Green Eye Shadow,Mole,Wild Hair"
2414,Male,4542,Light,1,Earring
2415,Male,974,Mid,2,"Messy Hair,Spots"
